system:index,urban_class,.geo
"4300,1593_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26414841089844,28.628940368544278]}"
"4301,1593_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28145511286154,28.628940368544278]}"
"4302,1593_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29984348369732,28.628940368544278]}"
"4303,1593_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3182318545331,28.628940368544278]}"
"4304,1593_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33553855649619,28.628940368544278]}"
"4305,1593_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35392692733197,28.628940368544278]}"
"4306,1593_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37123362929508,28.628940368544278]}"
"4307,1593_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38962200013084,28.628940368544278]}"
"4308,1593_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40801037096662,28.628940368544278]}"
"4274,1594_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79671720922747,28.64764004790762]}"
"4275,1594_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81510761628977,28.64764004790762]}"
"4276,1594_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83349802335208,28.64764004790762]}"
"4277,1594_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85080664176365,28.64764004790762]}"
"4278,1594_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86919704882598,28.64764004790762]}"
"4279,1594_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88650566723757,28.64764004790762]}"
"4280,1594_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90489607429988,28.64764004790762]}"
"4281,1594_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92328648136218,28.64764004790762]}"
"4282,1594_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94059509977377,28.64764004790762]}"
"4283,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95898550683607,28.64764004790762]}"
"4284,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97629412524766,28.64764004790762]}"
"4285,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99468453230998,28.64764004790762]}"
"4286,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01307493937229,28.64764004790762]}"
"4287,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03038355778386,28.64764004790762]}"
"4288,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04877396484618,28.64764004790762]}"
"4289,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06716437190848,28.64764004790762]}"
"4290,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08447299032007,28.64764004790762]}"
"4291,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10286339738236,28.64764004790762]}"
"4292,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12017201579397,28.64764004790762]}"
"4293,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13856242285628,28.64764004790762]}"
"4294,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15695282991858,28.64764004790762]}"
"4295,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17426144833017,28.64764004790762]}"
"4296,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19265185539248,28.64764004790762]}"
"4297,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20996047380406,28.64764004790762]}"
"4298,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22835088086637,28.64764004790762]}"
"4299,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24674128792869,28.64764004790762]}"
"4300,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26404990634026,28.64764004790762]}"
"4301,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28244031340257,28.64764004790762]}"
"4302,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29974893181415,28.64764004790762]}"
"4303,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31813933887646,28.64764004790762]}"
"4304,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33652974593878,28.64764004790762]}"
"4305,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35383836435037,28.64764004790762]}"
"4306,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37222877141267,28.64764004790762]}"
"4307,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38953738982426,28.64764004790762]}"
"4308,1594_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40792779688657,28.64764004790762]}"
"4274,1595_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79726813204582,28.665490919791946]}"
"4275,1595_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81457858151808,28.665490919791946]}"
"4276,1595_0",22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83297093408231,28.665490919791946]}"
"4277,1595_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85136328664657,28.665490919791946]}"
"4278,1595_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86867373611882,28.665490919791946]}"
"4279,1595_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88706608868308,28.665490919791946]}"
"4280,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9043765381553,28.665490919791946]}"
"4281,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92276889071957,28.665490919791946]}"
"4282,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94116124328383,28.665490919791946]}"
"4283,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95847169275606,28.665490919791946]}"
"4284,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97686404532033,28.665490919791946]}"
"4285,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99525639788457,28.665490919791946]}"
"4286,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01256684735681,28.665490919791946]}"
"4287,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03095919992106,28.665490919791946]}"
"4288,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0482696493933,28.665490919791946]}"
"4289,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06666200195755,28.665490919791946]}"
"4290,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08505435452182,28.665490919791946]}"
"4291,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10236480399405,28.665490919791946]}"
"4292,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12075715655831,28.665490919791946]}"
"4293,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13806760603055,28.665490919791946]}"
"4294,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15645995859481,28.665490919791946]}"
"4295,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17485231115907,28.665490919791946]}"
"4296,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1921627606313,28.665490919791946]}"
"4297,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21055511319555,28.665490919791946]}"
"4298,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22786556266779,28.665490919791946]}"
"4299,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24625791523205,28.665490919791946]}"
"4300,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2646502677963,28.665490919791946]}"
"4301,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28196071726855,28.665490919791946]}"
"4302,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3003530698328,28.665490919791946]}"
"4303,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31766351930504,28.665490919791946]}"
"4304,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33605587186929,28.665490919791946]}"
"4305,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35444822443354,28.665490919791946]}"
"4306,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37175867390579,28.665490919791946]}"
"4307,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39015102647005,28.665490919791946]}"
"4308,1595_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40746147594228,28.665490919791946]}"
"4274,1596_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79674290865836,28.683342943227814]}"
"4275,1596_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.8151372085146,28.683342943227814]}"
"4276,1596_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83244949073224,28.683342943227814]}"
"4277,1596_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.8508437905885,28.683342943227814]}"
"4278,1596_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86923809044475,28.683342943227814]}"
"4279,1596_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88655037266238,28.683342943227814]}"
"4280,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90494467251864,28.683342943227814]}"
"4281,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92333897237489,28.683342943227814]}"
"4282,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94065125459252,28.683342943227814]}"
"4283,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95904555444878,28.683342943227814]}"
"4284,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97635783666641,28.683342943227814]}"
"4285,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99475213652266,28.683342943227814]}"
"4286,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01314643637892,28.683342943227814]}"
"4287,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03045871859656,28.683342943227814]}"
"4288,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04885301845282,28.683342943227814]}"
"4289,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06616530067048,28.683342943227814]}"
"4290,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08455960052672,28.683342943227814]}"
"4291,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10295390038297,28.683342943227814]}"
"4292,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12026618260062,28.683342943227814]}"
"4293,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13866048245686,28.683342943227814]}"
"4294,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1559727646745,28.683342943227814]}"
"4295,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17436706453076,28.683342943227814]}"
"4296,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.192761364387,28.683342943227814]}"
"4297,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21007364660464,28.683342943227814]}"
"4298,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22846794646088,28.683342943227814]}"
"4299,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24578022867854,28.683342943227814]}"
"4300,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26417452853478,28.683342943227814]}"
"4301,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28256882839104,28.683342943227814]}"
"4302,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2998811106087,28.683342943227814]}"
"4303,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31827541046495,28.683342943227814]}"
"4304,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33558769268258,28.683342943227814]}"
"4305,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35398199253883,28.683342943227814]}"
"4306,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37237629239509,28.683342943227814]}"
"4307,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38968857461272,28.683342943227814]}"
"4308,1596_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40808287446897,28.683342943227814]}"
"4274,1597_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79730546350885,28.70119611919937]}"
"4275,1597_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81461958015802,28.70119611919937]}"
"4276,1597_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83301582909775,28.70119611919937]}"
"4277,1597_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.8514120780375,28.70119611919937]}"
"4278,1597_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86872619468666,28.70119611919937]}"
"4279,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.8871224436264,28.70119611919937]}"
"4280,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90443656027554,28.70119611919937]}"
"4281,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92283280921528,28.70119611919937]}"
"4282,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94122905815503,28.70119611919937]}"
"4283,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95854317480418,28.70119611919937]}"
"4284,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97693942374391,28.70119611919937]}"
"4285,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99425354039309,28.70119611919937]}"
"4286,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01264978933281,28.70119611919937]}"
"4287,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03104603827255,28.70119611919937]}"
"4288,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04836015492172,28.70119611919937]}"
"4289,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06675640386146,28.70119611919937]}"
"4290,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08407052051062,28.70119611919937]}"
"4291,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10246676945036,28.70119611919937]}"
"4292,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1208630183901,28.70119611919937]}"
"4293,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13817713503926,28.70119611919937]}"
"4294,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15657338397898,28.70119611919937]}"
"4295,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17388750062814,28.70119611919937]}"
"4296,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19228374956789,28.70119611919937]}"
"4297,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21067999850762,28.70119611919937]}"
"4298,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22799411515679,28.70119611919937]}"
"4299,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24639036409653,28.70119611919937]}"
"4300,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26370448074569,28.70119611919937]}"
"4301,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28210072968542,28.70119611919937]}"
"4302,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30049697862516,28.70119611919937]}"
"4303,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31781109527432,28.70119611919937]}"
"4304,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33620734421407,28.70119611919937]}"
"4305,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35352146086322,28.70119611919937]}"
"4306,1597_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37191770980296,28.70119611919937]}"
"4307,1597_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3903139587427,28.70119611919937]}"
"4308,1597_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40762807539184,28.70119611919937]}"
"4274,1598_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79679165028219,28.71905044869137]}"
"4275,1598_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81518985009836,28.71905044869137]}"
"4276,1598_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.8325058028665,28.71905044869137]}"
"4277,1598_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85090400268267,28.71905044869137]}"
"4278,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86930220249883,28.71905044869137]}"
"4279,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88661815526699,28.71905044869137]}"
"4280,1598_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90501635508315,28.71905044869137]}"
"4281,1598_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9223323078513,28.71905044869137]}"
"4282,1598_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94073050766747,28.71905044869137]}"
"4283,1598_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95912870748363,28.71905044869137]}"
"4284,1598_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97644466025179,28.71905044869137]}"
"4285,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99484286006793,28.71905044869137]}"
"4286,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0121588128361,28.71905044869137]}"
"4287,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03055701265227,28.71905044869137]}"
"4288,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04895521246843,28.71905044869137]}"
"4289,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06627116523657,28.71905044869137]}"
"4290,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08466936505273,28.71905044869137]}"
"4291,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10198531782088,28.71905044869137]}"
"4292,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12038351763705,28.71905044869137]}"
"4293,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13878171745321,28.71905044869137]}"
"4294,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15609767022137,28.71905044869137]}"
"4295,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17449587003752,28.71905044869137]}"
"4296,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19181182280569,28.71905044869137]}"
"4297,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21021002262185,28.71905044869137]}"
"4298,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.228608222438,28.71905044869137]}"
"4299,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24592417520617,28.71905044869137]}"
"4300,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26432237502233,28.71905044869137]}"
"4301,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28163832779047,28.71905044869137]}"
"4302,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003652760665,28.71905044869137]}"
"4303,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31843472742281,28.71905044869137]}"
"4304,1598_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33575068019096,28.71905044869137]}"
"4305,1598_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35414888000712,28.71905044869137]}"
"4306,1598_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37146483277526,28.71905044869137]}"
"4307,1598_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986303259142,28.71905044869137]}"
"4308,1598_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4082612324076,28.71905044869137]}"
"4274,1599_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79736585204269,28.73690593268928]}"
"4275,1599_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81468364261868,28.73690593268928]}"
"4276,1599_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83308379510565,28.73690593268928]}"
"4277,1599_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85040158568161,28.73690593268928]}"
"4278,1599_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.8688017381686,28.73690593268928]}"
"4279,1599_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88720189065558,28.73690593268928]}"
"4280,1599_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90451968123155,28.73690593268928]}"
"4281,1599_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92291983371852,28.73690593268928]}"
"4282,1599_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94023762429453,28.73690593268928]}"
"4283,1599_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95863777678149,28.73690593268928]}"
"4284,1599_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97703792926848,28.73690593268928]}"
"4285,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99435571984445,28.73690593268928]}"
"4286,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01275587233143,28.73690593268928]}"
"4287,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0300736629074,28.73690593268928]}"
"4288,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04847381539437,28.73690593268928]}"
"4289,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06687396788135,28.73690593268928]}"
"4290,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08419175845732,28.73690593268928]}"
"4291,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10259191094431,28.73690593268928]}"
"4292,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.11990970152027,28.73690593268928]}"
"4293,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13830985400726,28.73690593268928]}"
"4294,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15671000649424,28.73690593268928]}"
"4295,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17402779707022,28.73690593268928]}"
"4296,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19242794955721,28.73690593268928]}"
"4297,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20974574013319,28.73690593268928]}"
"4298,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22814589262015,28.73690593268928]}"
"4299,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24654604510714,28.73690593268928]}"
"4300,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26386383568311,28.73690593268928]}"
"4301,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28226398817009,28.73690593268928]}"
"4302,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29958177874606,28.73690593268928]}"
"4303,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31798193123304,28.73690593268928]}"
"4304,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33638208372001,28.73690593268928]}"
"4305,1599_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35369987429598,28.73690593268928]}"
"4306,1599_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37210002678297,28.73690593268928]}"
"4307,1599_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38941781735896,28.73690593268928]}"
"4308,1599_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40781796984592,28.73690593268928]}"
"4274,1600_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79686346345774,28.754762572179185]}"
"4275,1600_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81526557041136,28.754762572179185]}"
"4276,1600_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83258520048537,28.754762572179185]}"
"4277,1600_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.850987307439,28.754762572179185]}"
"4278,1600_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86830693751301,28.754762572179185]}"
"4279,1600_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88670904446663,28.754762572179185]}"
"4280,1600_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90511115142026,28.754762572179185]}"
"4281,1600_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92243078149427,28.754762572179185]}"
"4282,1600_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9408328884479,28.754762572179185]}"
"4283,1600_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9581525185219,28.754762572179185]}"
"4284,1600_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97655462547554,28.754762572179185]}"
"4285,1600_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99495673242917,28.754762572179185]}"
"4286,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01227636250317,28.754762572179185]}"
"4287,1600_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0306784694568,28.754762572179185]}"
"4288,1600_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0479980995308,28.754762572179185]}"
"4289,1600_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06640020648445,28.754762572179185]}"
"4290,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08480231343806,28.754762572179185]}"
"4291,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10212194351207,28.754762572179185]}"
"4292,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12052405046569,28.754762572179185]}"
"4293,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13784368053972,28.754762572179185]}"
"4294,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15624578749335,28.754762572179185]}"
"4295,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17464789444698,28.754762572179185]}"
